ReviewStatus,Entity,SuggestedType,Confidence,AddToEntityTypeOverrides,CorrectedType,CanonicalEntity,Notes
pending,kinsmen,CONCEPT,1.0,,,,
pending,kiraiya-kash; way of life of the kiraiyakash,COMMODITY,0.8,,,,
pending,kiraiyakashi,COMMODITY,0.8,,,,
pending,kirgui pavan,CONCEPT,1.0,,,,
pending,kitamura,PERSON,0.8,,,,
pending,kizil-su,CONCEPT,0.8,,,,
pending,kohala-srinagar cart-road,LOCATION,0.8,,,,
pending,kona-daria,CONCEPT,1.0,,,,
pending,koncheh-daria,CONCEPT,1.0,,,,
pending,korzok monastery,LOCATION,0.9605,,,,
pending,kotdwara,CONCEPT,0.8,,,,
pending,kudo,CONCEPT,1.0,,,,
pending,kuen lun mountain,LOCATION,0.8,,,,
pending,kul bahadur sahi kalial,CONCEPT,1.0,,,,
pending,kulans,CONCEPT,1.0,,,,
pending,kum-koll,CONCEPT,1.0,,,,
pending,kumaon,LOCATION,1.0,,,,
pending,kumaon and the neighbouring provinces,LOCATION,0.8,,,,
pending,kurban,CONCEPT,1.0,,,,
pending,kurbanchik,CONCEPT,1.0,,,,
pending,kurruk-tagh,CONCEPT,1.0,,,,
pending,kursti,CONCEPT,1.0,,,,
pending,kutchuk and tokta ahun,CONCEPT,1.0,,,,
pending,kxrx-koshun lakes,CONCEPT,1.0,,,,
pending,kyabrak,CONCEPT,1.0,,,,
pending,kyabrak in tibet,LOCATION,1.0,,,,
pending,kyaring tso and ngoring tso,CONCEPT,1.0,,,,
pending,labor force,CONCEPT,1.0,,,,
pending,labor market,LOCATION,1.0,,,,
pending,labour,CONCEPT,1.0,,,,
pending,labour market,LOCATION,1.0,,,,
pending,ladakh,LOCATION,1.0,,,,
pending,ladakh transport co-operative society,GROUP,0.8,,,,
pending,ladakhi buddhists,LOCATION,0.8,,,,
pending,ladakhi nomads,GROUP,0.8,,,,
pending,ladakhi traders,GROUP,1.0,,,,
pending,lailik,CONCEPT,1.0,,,,
pending,lake,LOCATION,1.0,,,,
pending,lake shore,LOCATION,1.0,,,,
pending,lakkor-tso,CONCEPT,1.0,,,,
pending,lalitaditya,CONCEPT,1.0,,,,
pending,lama,PERSON,1.0,,,,
pending,lamas,CONCEPT,0.8,,,,
pending,land,CONCEPT,1.0,,,,
pending,land of the burkhans,CONCEPT,1.0,,,,
pending,land ownership,CONCEPT,1.0,,,,
pending,land revenue levied,CONCEPT,1.0,,,,
pending,land revenue of assigned villages,LOCATION,0.8,,,,
pending,land taxes,CONCEPT,1.0,,,,
pending,"land, cattle or ahle to collect leaves from a forest",LOCATION,1.0,,,,
pending,land-revenue,CONCEPT,1.0,,,,
pending,landholders,CONCEPT,1.0,,,,
pending,landlord,CONCEPT,1.0,,,,
pending,landmark tower,CONCEPT,1.0,,,,
pending,lassa authorities,GROUP,1.0,,,,
pending,lau-lan,CONCEPT,0.8,,,,
pending,ledges and gravel tongues,CONCEPT,1.0,,,,
pending,leh,LOCATION,0.8,,,,
pending,leh area merchants,GROUP,1.0,,,,
pending,lhaban authorities,GROUP,1.0,,,,
pending,lhagong monastery,CONCEPT,1.0,,,,
pending,lhasa,LOCATION,1.0,,,,
pending,lhomis,CONCEPT,1.0,,,,
pending,limii people,GROUP,1.0,,,,
pending,limis,GROUP,0.8,,,,
pending,lissar river,LOCATION,0.8,,,,
pending,little freshwater pools,CONCEPT,1.0,,,,
pending,livestock,COMMODITY,1.0,,,,
pending,livestock and fuel,COMMODITY,0.8,,,,
pending,lo,CONCEPT,1.0,,,,
pending,lo (mustangbhot),CONCEPT,1.0,,,,
pending,local chetris,GROUP,1.0,,,,
pending,local population,GROUP,0.8,,,,
pending,local salt-trade,CONCEPT,0.8,,,,
pending,local timber resources,CONCEPT,1.0,,,,
pending,logs down the big rivers,LOCATION,0.8,,,,
pending,long dagger,COMMODITY,1.0,,,,
pending,"long, hard road from leh to yarkand",LOCATION,0.8,,,,
pending,long-distance caravans,CONCEPT,1.0,,,,
pending,lop country,LOCATION,1.0,,,,
pending,lop-men,GROUP,1.0,,,,
pending,lop-nor,CONCEPT,1.0,,,,
pending,lop-nor lake,LOCATION,0.8,,,,
pending,lopmen,CONCEPT,1.0,,,,
pending,lord curzon,CONCEPT,1.0,,,,
pending,lower hills bordering the plains of punjab,LOCATION,0.8,,,,
pending,lower humla,CONCEPT,1.0,,,,
pending,lower tarim,CONCEPT,1.0,,,,
pending,lubra village,LOCATION,1.0,,,,
pending,lzang (about ;68 6s),CONCEPT,1.0,,,,
pending,m. petrovsky,PERSON,1.0,,,,
pending,ma bufang,CONCEPT,1.0,,,,
pending,macartney,CONCEPT,1.0,,,,
pending,machine-made blankets imported from india,LOCATION,1.0,,,,
pending,madder,CONCEPT,1.0,,,,
pending,madder (tso),CONCEPT,1.0,,,,
pending,magars elsewhere in nepal,GROUP,1.0,,,,
pending,maharaja physical,CONCEPT,1.0,,,,
pending,mahzrzjz g u l ~ b singh,CONCEPT,1.0,,,,
pending,main strength,CONCEPT,1.0,,,,
pending,maize,CONCEPT,1.0,,,,
pending,maize or millet,COMMODITY,1.0,,,,
pending,malla kings,CONCEPT,1.0,,,,
pending,mana,CONCEPT,1.0,,,,
pending,management of temple funds,CONCEPT,1.0,,,,
pending,manangbhot,CONCEPT,0.8,,,,
pending,mandagini river,LOCATION,0.8,,,,
pending,mandhaul forest,LOCATION,0.8,,,,
pending,mandi raja,PERSON,0.8,,,,
pending,mandi refinery,LOCATION,0.8,,,,
pending,mandi state,LOCATION,0.8,,,,
pending,"mandi, simla and suket’s northern tip, tattapani",LOCATION,0.8,,,,
pending,mangri people,GROUP,1.0,,,,
pending,manufactured goods,COMMODITY,1.0,,,,
pending,"marginal, oppressed people",GROUP,0.8,,,,
pending,markets of rhmnagar and kotdwhra,LOCATION,0.8,,,,
pending,marriage,CONCEPT,1.0,,,,
pending,marriage in the western himalayas,LOCATION,0.8,,,,
pending,masar-tagh,CONCEPT,1.0,,,,
pending,mass (with powdered cheese),CONCEPT,1.0,,,,
pending,matches,CONCEPT,1.0,,,,
pending,"mating of male yak and cows, or female yak and khirkoo bulls",COMMODITY,1.0,,,,
pending,meat,COMMODITY,1.0,,,,
pending,"meat from animals which have died of starvation), bone broth and roots",COMMODITY,0.8,,,,
pending,medical department of the state,GROUP,1.0,,,,
pending,men,GROUP,1.0,,,,
pending,men of tsharka,GROUP,1.0,,,,
pending,"merchants from central asia, kashmir and the punjab",GROUP,0.8,,,,
pending,merchants of gangar,GROUP,0.8,,,,
pending,merchants of kan-su and se-chuan,GROUP,1.0,,,,
pending,merchants of namche bazar,GROUP,1.0,,,,
pending,meteorological observatory,CONCEPT,1.0,,,,
pending,mian kishan singh,PERSON,0.8,,,,
pending,middle gobi,CONCEPT,1.0,,,,
pending,middle hills,CONCEPT,1.0,,,,
pending,military salute,CONCEPT,1.0,,,,
pending,milk,COMMODITY,1.0,,,,
pending,miners,CONCEPT,1.0,,,,
pending,mines,CONCEPT,0.8,,,,
pending,mining and minerals,COMMODITY,1.0,,,,
pending,modem developments in tourism and mountaineering,LOCATION,0.8,,,,
pending,mohammed tokta,CONCEPT,1.0,,,,
pending,mohammed-ili-lengher (hostelry or guest-house),CONCEPT,1.0,,,,
pending,mohammedans,CONCEPT,1.0,,,,
pending,mollah shah,CONCEPT,1.0,,,,
pending,mollah toktamet beg,CONCEPT,1.0,,,,
pending,monastery of 'l'ashi lhunpo,CONCEPT,1.0,,,,
pending,mongol encampments,CONCEPT,1.0,,,,
pending,mongol lama,PERSON,1.0,,,,
pending,mongol pilgrims,CONCEPT,1.0,,,,
pending,mongolia,LOCATION,1.0,,,,
pending,mongols,GROUP,1.0,,,,
pending,moradabad,CONCEPT,1.0,,,,
pending,mountain-range,LOCATION,1.0,,,,
pending,mountain-ranges,LOCATION,0.8,,,,
pending,mountaineering expeditions,LOCATION,1.0,,,,
pending,mountainous areas,LOCATION,0.8,,,,
pending,mountains,LOCATION,1.0,,,,
pending,mountains of sand,CONCEPT,1.0,,,,
pending,movement of goods,CONCEPT,0.8,,,,
pending,movements of goods from namche bazar across the nangpa la to kyabrak,COMMODITY,1.0,,,,
pending,mr. c.h. pitt,PERSON,0.8,,,,
pending,mr. macartney,PERSON,0.8,,,,
pending,mr. shore,PERSON,0.8,,,,
pending,muafidnrs,CONCEPT,1.0,,,,
pending,mughal empire,CONCEPT,1.0,,,,
pending,mugu,CONCEPT,1.0,,,,
pending,mugu bhotias,GROUP,0.8,,,,
pending,mugu people,GROUP,1.0,,,,
pending,mugu traders,GROUP,0.8,,,,
pending,municipal committees in the state,LOCATION,1.0,,,,
pending,murwa,CONCEPT,1.0,,,,
pending,musa and mollah shah,CONCEPT,1.0,,,,
pending,mustang raja's great castle-like houses,LOCATION,1.0,,,,
pending,nagar and hunza,LOCATION,1.0,,,,
pending,najibabad and rbinnagar,LOCATION,1.0,,,,
pending,nakkchu,CONCEPT,1.0,,,,
pending,nakkchu province,LOCATION,1.0,,,,
pending,namche bazar,CONCEPT,1.0,,,,
pending,nan dkeshari,CONCEPT,0.8,,,,
pending,nanga parbat central chain,CONCEPT,0.8,,,,
pending,narsingji,CONCEPT,1.0,,,,
pending,national and local levels of government,GROUP,1.0,,,,
pending,nawa traders,GROUP,1.0,,,,
pending,naxi women of lower tsakalho,GROUP,0.8,,,,
pending,nayar river,LOCATION,0.8,,,,
pending,ndapsni,CONCEPT,1.0,,,,
pending,neighbouring countries,CONCEPT,1.0,,,,
pending,nep61,CONCEPT,0.8,,,,
pending,nepal,LOCATION,1.0,,,,
pending,nepal government,GROUP,1.0,,,,
pending,nepal valley merchants,GROUP,0.8,,,,
pending,nepal's northern border,LOCATION,0.8,,,,
pending,nepal-ganj bazaar,LOCATION,1.0,,,,
pending,nepalese authorities,GROUP,0.8,,,,
pending,nepalese traders,GROUP,1.0,,,,
pending,nepali south,LOCATION,1.0,,,,
pending,nepali traders,GROUP,1.0,,,,
pending,nepalis,LOCATION,1.0,,,,
pending,new asian economic sphere,CONCEPT,1.0,,,,
pending,newar merchants,GROUP,0.8,,,,
pending,newars,CONCEPT,1.0,,,,
pending,nine camels,COMMODITY,1.0,,,,
pending,niti,CONCEPT,1.0,,,,
pending,niti villagers,GROUP,0.8,,,,
pending,nomadic pastoralists,GROUP,0.8,,,,
pending,nomads,GROUP,1.0,,,,
pending,nomads of the lake area,GROUP,1.0,,,,
pending,north-south trade axis,CONCEPT,1.0,,,,
pending,north-western railway,CONCEPT,1.0,,,,
pending,"northerly direction, down past glacial lakelets",LOCATION,0.8,,,,
pending,northern border,LOCATION,1.0,,,,
pending,northern frontier of sikkim,LOCATION,1.0,,,,
pending,numet beg,CONCEPT,1.0,,,,
pending,of the states,LOCATION,0.8,,,,
pending,offices held by laymen or monks,GROUP,0.8,,,,
pending,older men with trade connections to tibet,GROUP,0.8,,,,
pending,on some of the popular trekking trails,LOCATION,0.8,,,,
pending,operators of the trade,CONCEPT,1.0,,,,
pending,ordek,CONCEPT,1.0,,,,
pending,order in dogra country,LOCATION,0.8,,,,
pending,"ordinary goats, sheep, and cows",COMMODITY,1.0,,,,
pending,other places and peoples,GROUP,0.8,,,,
pending,other villages of tichurong,LOCATION,1.0,,,,
pending,outer hills,LOCATION,0.8,,,,
pending,outlay over forest management and improvement,CONCEPT,0.8,,,,
pending,outside articles of commerce,CONCEPT,1.0,,,,
pending,pack-horses,COMMODITY,1.0,,,,
pending,packaging cases and baggage,CONCEPT,1.0,,,,
pending,panchayat,CONCEPT,1.0,,,,
pending,panchgaon,CONCEPT,0.8,,,,
pending,pang-ng lake,LOCATION,0.8,,,,
pending,pargana,CONCEPT,1.0,,,,
pending,pargana assessment,CONCEPT,0.8,,,,
pending,party,CONCEPT,1.0,,,,
pending,pasang putr (shangup),CONCEPT,1.0,,,,
pending,pasang putr (thaktu),CONCEPT,1.0,,,,
pending,pashm,COMMODITY,1.0,,,,
pending,"pashm, or 'cashmere",COMMODITY,0.8,,,,
pending,pass in the east,LOCATION,1.0,,,,
pending,pastoral and forest products for goods required by the pastoralists and peasants,GROUP,1.0,,,,
pending,pasture,CONCEPT,1.0,,,,
pending,pasture land,CONCEPT,0.8,,,,
pending,pathankot,CONCEPT,1.0,,,,
pending,pattern of trade,CONCEPT,1.0,,,,
pending,patum,CONCEPT,1.0,,,,
pending,pauri,CONCEPT,1.0,,,,
pending,peasant families,CONCEPT,1.0,,,,
pending,peasant traders,GROUP,0.8,,,,
pending,people,GROUP,1.0,,,,
pending,people in northern india,GROUP,0.8,,,,
pending,people of baragaon,GROUP,1.0,,,,
pending,people of dolpo,GROUP,1.0,,,,
pending,people of gangoli,GROUP,0.8,,,,
pending,people of lo,GROUP,1.0,,,,
pending,people of lower humla,GROUP,1.0,,,,
pending,people owning sheep or horses,GROUP,1.0,,,,
pending,peoples from different areas of that great tibetosphere,GROUP,1.0,,,,
pending,pilgrims,CONCEPT,1.0,,,,
pending,pindar,PERSON,0.9703,,,,
pending,pindar valley,LOCATION,0.8,,,,
pending,pindri,CONCEPT,1.0,,,,
pending,pir panjil,CONCEPT,1.0,,,,
pending,place,CONCEPT,1.0,,,,
pending,plow used in tichurongi6,CONCEPT,1.0,,,,
pending,plowing techniques,CONCEPT,1.0,,,,
pending,pokhara,CONCEPT,1.0,,,,
pending,political arrangements within the clan or devotional community,GROUP,0.8,,,,
pending,political department,GROUP,0.8,,,,
pending,poplars,CONCEPT,1.0,,,,
pending,popular refusals to accept rules,CONCEPT,1.0,,,,
pending,population,GROUP,1.0,,,,
pending,porcelain cups,COMMODITY,0.8,,,,
pending,porters,CONCEPT,1.0,,,,
pending,postal services,CONCEPT,1.0,,,,
pending,potatoes,CONCEPT,1.0,,,,
pending,pradhaman sah,PERSON,1.0,,,,
pending,praja mandals not part of simla hill states sub-regional council,GROUP,0.8,,,,
pending,pravarasena,CONCEPT,1.0,,,,
pending,principalities of baltistan,CONCEPT,1.0,,,,
pending,provisions,CONCEPT,1.0,,,,
pending,public demand,CONCEPT,1.0,,,,
pending,punarii dorje and his wife,CONCEPT,1.0,,,,
pending,punjab,LOCATION,1.0,,,,
pending,punjab government,GROUP,0.8,,,,
pending,punjab salt mines,COMMODITY,0.8,,,,
pending,purangbas,CONCEPT,1.0,,,,
pending,q e tibetans,GROUP,1.0,,,,
pending,qamsdli,CONCEPT,0.8,,,,
pending,r*lnganga river,LOCATION,1.0,,,,
pending,rahbar,CONCEPT,1.0,,,,
pending,rai country,LOCATION,1.0,,,,
pending,railway,CONCEPT,1.0,,,,
pending,rais,CONCEPT,1.0,,,,
pending,raj ditngan,CONCEPT,1.0,,,,
pending,raja,PERSON,0.8,,,,
pending,raja balbir sen,PERSON,1.0,,,,
pending,raja jow sen,PERSON,1.0,,,,
pending,raja of garhwal,LOCATION,0.8,,,,
pending,raja of mundi,PERSON,0.8,,,,
pending,raja surma sen,PERSON,0.8,,,,
pending,raja ugar sen,PERSON,0.8,,,,
pending,rajas of the kalial dynasty,GROUP,0.8,,,,
pending,rajput states,LOCATION,0.8,,,,
pending,ramlung,CONCEPT,1.0,,,,
pending,rana,GROUP,0.8,,,,
pending,ravine,CONCEPT,1.0,,,,
pending,raw material and captive markets for emergent industries,LOCATION,0.8,,,,
pending,raw wool,COMMODITY,1.0,,,,
pending,reed-beds,CONCEPT,1.0,,,,
pending,refined salt,COMMODITY,1.0,,,,
pending,refinery,LOCATION,1.0,,,,
pending,regiment,CONCEPT,1.0,,,,
pending,regions of lesser altitude,LOCATION,1.0,,,,
pending,reis system,CONCEPT,1.0,,,,
pending,relations between the state and its subjects,CONCEPT,0.8,,,,
pending,relations with the government of lhasa,GROUP,1.0,,,,
pending,relationships of personal trust,CONCEPT,0.8,,,,
pending,relatives of the ruler and other state officials,GROUP,0.8,,,,
pending,remote borders with tibet and china,LOCATION,1.0,,,,
pending,rent,CONCEPT,1.0,,,,
pending,representatives of the chinese and tibetan,LOCATION,1.0,,,,
pending,reserved forests,LOCATION,0.8,,,,
pending,resident,CONCEPT,1.0,,,,
pending,revenue,CONCEPT,1.0,,,,
pending,revenue due,CONCEPT,1.0,,,,
pending,revenue of each pargana,CONCEPT,0.8,,,,
pending,rib muscles of an old he-camel,COMMODITY,1.0,,,,
pending,rice,COMMODITY,1.0,,,,
pending,rice and ice,COMMODITY,1.0,,,,
pending,rijpur canal,CONCEPT,1.0,,,,
pending,ringmo,CONCEPT,1.0,,,,
pending,river,LOCATION,1.0,,,,
pending,river sutlej,LOCATION,0.8,,,,
pending,river tsangar-shar,LOCATION,1.0,,,,
pending,river valleys,LOCATION,0.8,,,,
pending,river-mouth,LOCATION,1.0,,,,
pending,road,LOCATION,1.0,,,,
pending,road construction,LOCATION,0.8,,,,
pending,road to both m and nfti,LOCATION,1.0,,,,
pending,road to leh,LOCATION,0.8,,,,
pending,roads,LOCATION,1.0,,,,
pending,roads to both templea,LOCATION,0.8,,,,
pending,roads to the sacred places,LOCATION,0.8,,,,
pending,robbers,CONCEPT,1.0,,,,
pending,rock salt,COMMODITY,1.0,,,,
pending,rocky mountains,CONCEPT,1.0,,,,
pending,rool and live-stock,CONCEPT,1.0,,,,
pending,rosaries,CONCEPT,1.0,,,,
pending,ross,CONCEPT,0.8,,,,
pending,route from humla valley to saina chaur,LOCATION,1.0,,,,
pending,route from leh to astor,LOCATION,0.8,,,,
pending,routes,CONCEPT,1.0,,,,
pending,royal nepal airlines corporation dc-3,LOCATION,1.0,,,,
pending,rudok,LOCATION,1.0,,,,
pending,ruler of the tract,GROUP,0.8,,,,
pending,ruling family of kumaon,LOCATION,0.8,,,,
pending,rumtore district,LOCATION,1.0,,,,
pending,rupshu,LOCATION,1.0,,,,
pending,rupshu nomads,GROUP,1.0,,,,
pending,rupshu's land from the west,LOCATION,1.0,,,,
pending,russia,LOCATION,1.0,,,,
pending,russian authorities,GROUP,0.8,,,,
pending,russian consul at urumchi,PERSON,1.0,,,,
pending,russian emperor,PERSON,1.0,,,,
pending,russian government,GROUP,1.0,,,,
pending,russian men,GROUP,1.0,,,,
pending,russian support,CONCEPT,1.0,,,,
pending,russian territory,LOCATION,0.8,,,,
pending,russians,GROUP,1.0,,,,
pending,r~i~naon district,LOCATION,0.8,,,,
pending,saddle-bags,CONCEPT,1.0,,,,
pending,saina chaur,CONCEPT,1.0,,,,
pending,sal timber,CONCEPT,1.0,,,,
pending,salt,COMMODITY,1.0,,,,
pending,salt circuit,CONCEPT,1.0,,,,
pending,salt from the lakes in trucks,COMMODITY,0.8,,,,
pending,salt lake,COMMODITY,1.0,,,,
pending,salt lakes,LOCATION,1.0,,,,
pending,salt market,COMMODITY,1.0,,,,
pending,salt mines,COMMODITY,1.0,,,,
pending,salt mining in the punjab,COMMODITY,0.8,,,,
pending,salt pans,COMMODITY,1.0,,,,
pending,salt production,COMMODITY,0.8,,,,
pending,salt quarries,COMMODITY,1.0,,,,
pending,salt sources,LOCATION,1.0,,,,
pending,salt supply,CONCEPT,1.0,,,,
pending,salter water,COMMODITY,1.0,,,,
pending,sampo singhi,CONCEPT,0.8,,,,
pending,sand-dune,CONCEPT,1.0,,,,
pending,sandbanks,CONCEPT,1.0,,,,
pending,sansar chand's troops,GROUP,0.8,,,,
pending,satyagrahis,CONCEPT,0.8,,,,
pending,scanty grass,CONCEPT,1.0,,,,
pending,scarcity of timber,LOCATION,0.8,,,,
pending,scattered district of kashmir state,LOCATION,1.0,,,,
pending,semi-luxuries like tea and rice,COMMODITY,1.0,,,,
pending,settlement,CONCEPT,0.8,,,,
pending,shafis or tibetan councillors,LOCATION,1.0,,,,
pending,shagdur,CONCEPT,1.0,,,,
pending,shagdur and others for protection,CONCEPT,1.0,,,,
pending,shamma,PERSON,1.0,,,,
pending,shashkak,CONCEPT,1.0,,,,
pending,shawls and saffron,CONCEPT,1.0,,,,
pending,sheep,COMMODITY,1.0,,,,
pending,sheep and goats,COMMODITY,1.0,,,,
pending,sheep and goats or horses,COMMODITY,1.0,,,,
pending,sheep-owners from chala,COMMODITY,1.0,,,,
pending,shen-shen or lau-lan,CONCEPT,0.8,,,,
pending,shepherds,GROUP,1.0,,,,
pending,sher-kam,CONCEPT,1.0,,,,
pending,shereb lama,PERSON,1.0,,,,
pending,sherpa,CONCEPT,1.0,,,,
pending,sherpa merchants,GROUP,1.0,,,,
pending,sherpa traders,GROUP,0.8,,,,
pending,sherpa women,GROUP,0.8,,,,
pending,sherpas,CONCEPT,1.0,,,,
pending,sherpas and bhotias,GROUP,0.8,,,,
pending,sherpas of khumbu,CONCEPT,1.0,,,,
pending,sherpas of lukla and chaurikharka,CONCEPT,1.0,,,,
pending,shigatse,CONCEPT,1.0,,,,
pending,shwa glen,CONCEPT,1.0,,,,
pending,shyok,CONCEPT,1.0,,,,
pending,si-ning amban,CONCEPT,1.0,,,,
pending,sikhs,GROUP,0.8,,,,
pending,simla,LOCATION,0.8,,,,
pending,sinja and jumla,LOCATION,0.8,,,,
pending,siriap peninsula,CONCEPT,1.0,,,,
pending,sirkin,CONCEPT,1.0,,,,
pending,social sanction of the community,GROUP,0.8,,,,
pending,social science research council,GROUP,0.8,,,,
pending,sociological and historical literature on india under colonialism,CONCEPT,0.8,,,,
pending,soil,COMMODITY,1.0,,,,
pending,solu,CONCEPT,1.0,,,,
pending,solu traders,GROUP,0.8,,,,
pending,some rajput states,LOCATION,0.8,,,,
pending,"sound, rough-hewn planks",CONCEPT,1.0,,,,
pending,south and central asian worlds,CONCEPT,1.0,,,,
pending,southern shore,CONCEPT,1.0,,,,
pending,space in bhutan,LOCATION,0.8,,,,
pending,special rights on them,CONCEPT,0.8,,,,
pending,spices,COMMODITY,1.0,,,,
pending,spiritual concerns,CONCEPT,1.0,,,,
pending,srinagar,LOCATION,1.0,,,,
pending,srinagar court,LOCATION,1.0,,,,
pending,state,LOCATION,1.0,,,,
pending,state economy,CONCEPT,0.8,,,,
pending,state forests,LOCATION,0.8,,,,
pending,state of mandi,LOCATION,1.0,,,,
pending,state officials,GROUP,0.8,,,,
pending,state posts,LOCATION,1.0,,,,
pending,state's administration,CONCEPT,0.8,,,,
pending,station and railway,CONCEPT,1.0,,,,
pending,sub-montane markets,LOCATION,1.0,,,,
pending,subba-fmnly of tukche,CONCEPT,1.0,,,,
pending,subsistence goods,COMMODITY,0.8,,,,
pending,sugar,COMMODITY,1.0,,,,
pending,sugar candy,COMMODITY,1.0,,,,
pending,"sugar, tea, stearine candles, petroleum, leather trunks, saddles, and so forth",COMMODITY,1.0,,,,
pending,sugarcane and tobacco cultivation,COMMODITY,1.0,,,,
pending,suket,LOCATION,0.8,,,,
pending,suket state,LOCATION,0.8,,,,
pending,supply of water,CONCEPT,1.0,,,,
pending,supreme affairs of tibet,CONCEPT,1.0,,,,
pending,suraj sen,CONCEPT,1.0,,,,
pending,sutlej valley,LOCATION,0.8,,,,
pending,ta-tien-lu,CONCEPT,1.0,,,,
pending,"takayama, ryuzo",CONCEPT,1.0,,,,
pending,taklakot,LOCATION,1.0,,,,
pending,taklakot and market-towns on indo-nepalese border,LOCATION,0.8,,,,
pending,takpo,CONCEPT,1.0,,,,
pending,tamur valley,LOCATION,1.0,,,,
pending,tanguts,CONCEPT,1.0,,,,
pending,tanners,CONCEPT,1.0,,,,
pending,tarakot,LOCATION,1.0,,,,
pending,tarakot's trade passing through tibrikot,CONCEPT,1.0,,,,
pending,tarali traders,GROUP,1.0,,,,
pending,taralis,CONCEPT,1.0,,,,
pending,tarangpur,CONCEPT,1.0,,,,
pending,tarangpur magars,GROUP,1.0,,,,
pending,tarangpur traders,GROUP,0.8,,,,
pending,tarangpur village,LOCATION,1.0,,,,
pending,tarangpur villagers,GROUP,0.8,,,,
pending,tarangpurians,CONCEPT,1.0,,,,
pending,taratigp~~r,CONCEPT,1.0,,,,
pending,tarhi,CONCEPT,1.0,,,,
pending,tarim,CONCEPT,1.0,,,,
pending,tarim basin,CONCEPT,1.0,,,,
pending,tarim ferry-boat,COMMODITY,0.8,,,,
pending,tarim river,LOCATION,1.0,,,,
pending,tarim system,CONCEPT,1.0,,,,
pending,tashi-lumpo,CONCEPT,1.0,,,,
pending,tatar shepherds,GROUP,0.8,,,,
pending,tatran,CONCEPT,1.0,,,,
pending,tawang district,LOCATION,1.0,,,,
pending,tax collection,CONCEPT,1.0,,,,
pending,tea,COMMODITY,1.0,,,,
pending,tea and home-brewed beer,COMMODITY,0.8,,,,
pending,tea and tobacco,COMMODITY,1.0,,,,
pending,tea plantation,COMMODITY,1.0,,,,
pending,tea plantations,COMMODITY,1.0,,,,
pending,"tea, tibetan boots and coats, leather belts with pockets and similar goods",COMMODITY,1.0,,,,
pending,tea-caravan,COMMODITY,1.0,,,,
pending,tehri garhwal,LOCATION,0.8,,,,
pending,tehri state,LOCATION,1.0,,,,
pending,terai,CONCEPT,1.0,,,,
pending,textiles,CONCEPT,1.0,,,,
pending,thak khola,LOCATION,1.0,,,,
pending,thak khola and tichurong,LOCATION,1.0,,,,
pending,thakali customs contractors,GROUP,0.8,,,,
pending,thakali families,CONCEPT,1.0,,,,
pending,thakali merchants,GROUP,1.0,,,,
pending,thakali settlements,CONCEPT,0.8,,,,
pending,thakali traders,GROUP,1.0,,,,
pending,thakali village oftukche,LOCATION,1.0,,,,
pending,thakalis,CONCEPT,1.0,,,,
pending,thakalis of tukche,CONCEPT,1.0,,,,
pending,thaksatsae,CONCEPT,0.8,,,,
pending,thakuris,CONCEPT,1.0,,,,
pending,tharali,LOCATION,0.8763,,,,
pending,that was well established,CONCEPT,1.0,,,,
pending,the ancient highway,CONCEPT,0.8,,,,
pending,the ancient inhabitants,CONCEPT,0.8,,,,
pending,the author,CONCEPT,0.8,,,,
pending,the bank,CONCEPT,1.0,,,,
pending,the bhoksas,CONCEPT,1.0,,,,
pending,the bhotiyas,GROUP,1.0,,,,
pending,the big ferry-boat,COMMODITY,1.0,,,,
pending,the boat,COMMODITY,1.0,,,,
pending,the bodily warmth of camels,COMMODITY,1.0,,,,
pending,the british east india company,GROUP,0.8,,,,
pending,the british government,GROUP,0.8,,,,
pending,the camels,COMMODITY,1.0,,,,
pending,the canoes,CONCEPT,1.0,,,,
pending,the caravan,CONCEPT,1.0,,,,
pending,the caravan of mongol pilgrims,CONCEPT,1.0,,,,
pending,the chang-pa tribe,GROUP,0.8,,,,
pending,the cossacks,GROUP,0.8,,,,
pending,the density of population,GROUP,0.8,,,,
pending,the desert,CONCEPT,1.0,,,,
pending,the district of osh,LOCATION,0.8,,,,
pending,the earth,CONCEPT,1.0,,,,
pending,the expedition (mainly meat),COMMODITY,1.0,,,,
pending,the fire,CONCEPT,0.8,,,,
pending,the five districts,LOCATION,0.8,,,,
pending,the forest,LOCATION,1.0,,,,
pending,the four chief executive officers,GROUP,0.8,,,,
pending,the government,GROUP,1.0,,,,
pending,the government of his majesty the king of nepal,GROUP,1.0,,,,
pending,the government of india at kashgar,GROUP,0.8,,,,
pending,the hill state,LOCATION,0.8,,,,
pending,the himalayan hill states' regional council,GROUP,0.8,,,,
pending,the horses,COMMODITY,1.0,,,,
pending,"the horses, cattle, sheep and camels",COMMODITY,0.8,,,,
pending,the inchikkeh-daria,CONCEPT,1.0,,,,
pending,the kashmir state,LOCATION,0.8,,,,
pending,the king,PERSON,1.0,,,,
pending,the lake,LOCATION,1.0,,,,
pending,the lake of choll-koll,LOCATION,0.8,,,,
pending,the lakes,LOCATION,1.0,,,,
pending,the lama,PERSON,1.0,,,,
pending,the land revenue,CONCEPT,1.0,,,,
pending,the large dunes,CONCEPT,1.0,,,,
pending,the little white horse,CONCEPT,1.0,,,,
pending,the men,GROUP,1.0,,,,
pending,the men in the caravan,GROUP,1.0,,,,
pending,the mollah,CONCEPT,1.0,,,,
pending,the mountain-mass,LOCATION,1.0,,,,
